,group,num,level,school,title,description,credits
1188,GEOL,A482,400,Anchorage,Geologic Field Investigations,"Field excursion within the United States or another country to conduct field exercises on bedrock and/or surficial mapping, generate cross-sections from maps, measure and draw stratigraphic sections, and learn regional geology and tectonic settings. Special Note: Course counts as credit toward the major even if field camp taken elsewhere. Students may be required to provide their own transportation depending on location of field trip.
Prerequisites: GEOL A480 with a minimum grade of C.

GEOL A490 Advanced Topics in Geology  1-4 Credits

Detailed study of a selected topic in geology. Special Note: May be repeated for credit with change of subtitle. Not available for credit to students who have completed GEOL A690 with same subtitle. May Be Stacked With: GEOL A690
Prerequisites: GEOL A221 with a minimum grade of C.

GEOL A492 Geology Seminar  1 Credit

Lecture series with invited professional geologists, discussion of relevant professional papers and research. Topical nature of material. Special Note:  May be repeated under different subtitles for a maximum of 3 credits.
Prerequisites: GEOL A221.

GEOL A495 Geology Internship  1-3 Credits

Work experience in an approved position with supervision and training in various agencies and businesses. Exposes student to work environment beyond the campus setting, to acquire essential practical skills and enhance self-confidence and career direction. Special Note: May be repeated, but only 3 credits count toward major requirements. Registration Restrictions: Junior standing

GEOL A498 Student Research  1-3 Credits

Student research conducted on specific subjects in geology. Research topic to be approved and directed by a faculty member in the Department of Geological Sciences. Special Note: May be repeated for a maximum of 6 credits. Registration Restrictions: Faculty permission.",3
1189,GEOL,A499,400,Anchorage,Senior Thesis,"Planning, preparation and completion of senior thesis for the BS in Geological Sciences. Special Note: May be repeated for a maximum of 6 credits. Registration Restrictions: Senior standing and faculty permission.",3
1190,GEOL,A623,600,Anchorage,Advanced Igneous and Metamorphic Petrology,"Igneous and metamorphic processes and the evolution of the lithosphere. Application of field, petrographic and chemical data to models of petrogenesis and metamorphism. Registration Restrictions: Graduate standing or instructor permission.",3
1191,GEOL,A626,600,Anchorage,Advanced Mineral Resources,"Mineral resource genesis, classification, exploration, development and associated environmental factors, with a focus on metallic and non-metallic minerals. Specific analysis of mineral resource availability, exploration techniques, viability of extraction and processing, and assessment of environmental implications of extraction. Includes one or more case studies of existing exploration and/or mining sites. Special Note: Not available for credit to students who have completed GEOL A426. Registration Restrictions: Graduate standing or instructor permission. May Be Stacked With: GEOL A426",3
1192,GEOL,A636,600,Anchorage,Advanced Petroleum Geology,"Advanced study of the formation of hydrocarbons, their migration and accumulation in the context of the petroleum system, and their exploration and extraction. Emphasizes interpretation of subsurface data used in the petroleum industry and their integration. Conventional and unconventional petroleum systems from Alaska and around the world included. Registration Restrictions: Graduate standing Special Note: Not available for credit to students who have completed GEOL A436. May Be Stacked With: GEOL A436",3
1193,GEOL,A637,600,Anchorage,Advanced Depositional Systems and Dynamic Stratigraphy,"Advanced skills in sedimentary geology that can be applied in oil/gas, hydrology, and mining. Includes greater detail in depositional environments, characteristics of resultant sedimentary deposits, and sequence stratigraphy using various geologic datasets. Emphasis on hands-on application of course concepts in outcrop, core and well-log data. Special Note: Not available for credit to students who have completed GEOL A437. Registration Restrictions: Graduate standing May Be Stacked With: GEOL A437",3
1194,GEOL,A638,600,Anchorage,Applied Sedimentary Petrology and Diagenesis,"Advanced concepts in sedimentary petrography and petrology, including diagenesis. Topics include advanced rock classification, grain identification in thin section, cement identification, sedimentary fabric, paragenetic sequence and provenance analysis, and porosity estimation in carbonate and clastic sedimentary rocks. Emphasis on hands-on description, interpretation and applications. Special Note: Not available for credit to students who have completed GEOL A438. Registration Restrictions: Graduate standing May Be Stacked With: GEOL A438",3
1195,GEOL,A640,600,Anchorage,Advanced Hydrogeology,"Comprehensive coverage of the fundamentals of hydrogeology including physical and hydraulic properties of subsurface aquifes, Darcy's Law and the groundwater flow equation, hydraulic head, storage and effective stress, regional groundwater flow, aquifer hydraulics, and water well design and development. Laboratory time will be used to enhance data analysis, mathematical and problem-solving skill sets. Registration Restrictions: Graduate standing",4
1196,GEOL,A641,600,Anchorage,Paleoclimatology,"Examines the fundamentals of climate science, changes in Earth's climate, and methods used to reconstruct past climates. Use of paleoclimate data from proxy records like cores of ice, peatland and ocean sediments, and tree rings to help understand how Earth's atmosphere, oceans and land interact with climate through time. Special Note: Not available for credit to students who have completed GEOL A441. Graduate students have additional student learning outcomes and course expectations. May Be Stacked With: GEOL A441",3
1197,GEOL,A645,600,Anchorage,Advanced Geothermal Energy,"Comprehensive coverage of geothermal systems and relevant processes including conductive and convective heat flow, subsurface fluid flow, geothermal exploration, resource assessment, structural settings favorable for geothermal reservoirs, microseismicity, well scaling and corrosion, power generation and enhanced geothermal systems. Registration Restrictions: Graduate standing Special Note: Not available for credit to students who have completed GEOL A445. May Be Stacked With: GEOL A445",3
1198,GEOL,A648,600,Anchorage,Advanced Structural Geology and Geomechanics,"Classification, origin and evolution of all types of rock fractures with application to structural analysis, oil and gas reservoirs, resource recovery, engineering geology, hydrogeology and hazards analysis. Application of continuum and rock mechanics principles to brittle deformation, including rock strength and failure criteria, stress states in the lithosphere, stress tensors and linear elastic fracture mechanics theory. Special Note: Students may need to provide their own transportation to a field trip location. Not available for credit to students who have completed GEOL A448. Registration Restrictions: Graduate standing or instructor permission. May Be Stacked With: GEOL A448",3
